age;job;marital;education;default;balance;housing;loan;contact;campaign;deposit
50;unemployed;married;primary;no;705;no;no;unknown;1;yes
40;blue-collar;married;primary;no;1758;yes;no;unknown;3;yes
29;self-employed;single;tertiary;no;476;yes;no;cellular;1;yes
32;technician;married;secondary;no;348;yes;no;cellular;1;yes
50;management;married;tertiary;no;5969;no;no;cellular;1;yes
65;unemployed;married;secondary;no;3195;no;no;telephone;1;yes
59;self-employed;married;tertiary;no;2013;no;no;cellular;2;yes
44;entrepreneur;married;tertiary;no;121;no;no;cellular;1;yes
33;admin.;married;secondary;no;82;yes;no;cellular;1;yes
33;management;single;tertiary;no;935;no;no;cellular;2;yes
57;unemployed;married;secondary;no;3754;no;no;cellular;2;yes
38;management;single;tertiary;no;104;yes;no;cellular;3;yes
49;management;married;tertiary;no;4751;no;no;cellular;4;yes
45;blue-collar;married;unknown;no;1529;yes;no;cellular;1;yes
25;technician;single;secondary;no;102;no;yes;cellular;2;yes
22;housemaid;single;secondary;no;1796;no;no;cellular;3;yes
32;management;single;tertiary;no;935;no;no;cellular;2;yes
36;services;single;secondary;no;365;no;no;cellular;1;yes
32;management;divorced;tertiary;no;222;no;yes;cellular;4;yes
45;blue-collar;single;secondary;no;0;no;no;cellular;2;yes
35;housemaid;single;secondary;no;1015;yes;no;unknown;2;yes
23;student;single;secondary;no;107;no;no;cellular;1;yes
50;blue-collar;married;primary;no;82;no;no;telephone;1;yes
31;management;married;tertiary;no;877;no;no;cellular;1;yes
61;retired;married;tertiary;no;2557;yes;no;cellular;1;yes
42;blue-collar;married;primary;no;1673;yes;no;cellular;3;yes
39;blue-collar;married;secondary;no;2467;no;no;cellular;2;yes
37;technician;single;secondary;no;980;no;no;cellular;5;yes
30;blue-collar;single;secondary;no;183;yes;no;cellular;1;yes
55;unemployed;divorced;secondary;no;387;yes;no;unknown;1;yes
30;services;divorced;primary;no;459;yes;no;cellular;1;yes
57;management;married;tertiary;no;1227;no;no;cellular;1;yes
31;unemployed;single;tertiary;no;302;no;no;cellular;1;yes
37;entrepreneur;divorced;secondary;no;175;yes;yes;unknown;6;yes
34;blue-collar;married;secondary;no;182;no;no;cellular;2;yes
31;technician;married;secondary;yes;-367;yes;no;cellular;2;yes
52;technician;married;tertiary;no;876;no;no;cellular;3;yes
48;unemployed;divorced;secondary;no;201;no;no;cellular;1;yes
73;retired;married;primary;no;796;no;no;cellular;1;yes
54;retired;divorced;tertiary;no;0;no;no;unknown;1;yes
38;admin.;married;secondary;no;1559;no;no;cellular;2;yes
39;blue-collar;married;primary;no;70;no;no;unknown;1;yes
44;self-employed;single;tertiary;no;2734;yes;no;cellular;4;yes
29;admin.;single;secondary;no;3528;no;no;cellular;1;yes
51;management;married;tertiary;no;469;no;no;cellular;1;yes
31;blue-collar;married;secondary;no;3311;yes;no;unknown;1;yes
33;services;single;secondary;no;152;yes;no;cellular;2;yes
39;self-employed;married;tertiary;no;1047;no;no;unknown;1;yes
30;technician;married;secondary;no;484;yes;no;unknown;1;yes
39;technician;married;secondary;no;1587;yes;no;cellular;2;yes
25;management;married;tertiary;no;4461;no;no;cellular;5;yes
57;admin.;single;secondary;no;3551;yes;no;cellular;1;yes
35;management;married;tertiary;no;495;no;no;cellular;1;yes
27;blue-collar;single;secondary;no;3792;no;no;cellular;2;yes
27;technician;single;secondary;no;489;yes;no;cellular;4;yes
28;self-employed;single;tertiary;no;159;no;no;cellular;2;yes
41;admin.;single;secondary;no;985;yes;no;cellular;2;yes
46;blue-collar;married;primary;no;369;yes;no;unknown;2;yes
38;management;divorced;secondary;no;257;yes;no;cellular;1;yes
35;technician;married;secondary;no;2779;no;no;cellular;2;yes
24;services;single;secondary;no;638;yes;yes;cellular;3;yes
24;blue-collar;single;secondary;no;833;yes;no;cellular;1;yes
28;management;single;tertiary;no;9314;no;no;cellular;2;yes
28;admin.;single;secondary;no;4745;no;no;telephone;1;yes
53;management;married;secondary;no;2693;no;no;cellular;1;yes
45;management;married;tertiary;no;160;no;no;cellular;2;yes
33;services;married;secondary;no;1697;no;no;cellular;1;yes
51;management;married;tertiary;no;0;no;no;unknown;1;yes
32;technician;single;tertiary;no;-770;yes;no;cellular;1;yes
65;retired;married;secondary;no;20806;no;no;telephone;2;yes
32;blue-collar;married;primary;no;3136;yes;no;cellular;1;yes
67;retired;married;primary;no;1430;no;no;cellular;2;yes
53;technician;married;secondary;no;6831;no;no;cellular;2;yes
41;blue-collar;divorced;primary;no;664;no;yes;cellular;5;yes
30;blue-collar;single;secondary;no;49;no;no;cellular;2;yes
37;blue-collar;married;secondary;no;604;yes;no;cellular;1;yes
27;technician;single;tertiary;no;931;yes;no;cellular;1;yes
77;retired;married;tertiary;no;699;no;no;cellular;2;yes
32;admin.;single;secondary;no;212;no;no;cellular;5;yes
25;management;single;tertiary;no;362;no;no;cellular;2;yes
32;management;single;tertiary;no;2667;yes;no;cellular;2;yes
43;technician;married;secondary;no;-754;yes;yes;cellular;3;yes
30;services;married;secondary;no;517;no;no;cellular;2;yes
59;management;divorced;tertiary;no;258;yes;no;telephone;1;yes
61;retired;married;tertiary;no;3140;yes;yes;cellular;4;yes
32;self-employed;single;tertiary;no;658;yes;no;cellular;1;yes
37;management;married;tertiary;no;255;no;no;cellular;2;yes
51;self-employed;married;tertiary;no;5350;yes;yes;cellular;4;yes
55;management;divorced;tertiary;no;9756;yes;no;cellular;2;yes
38;management;single;tertiary;no;3646;yes;no;cellular;2;yes
47;admin.;married;secondary;no;368;no;no;cellular;1;yes
59;services;divorced;secondary;no;1;yes;no;cellular;1;yes
51;retired;married;secondary;no;1435;no;no;unknown;1;yes
25;admin.;single;secondary;no;122;yes;no;cellular;2;yes
67;retired;divorced;primary;no;2027;no;no;cellular;2;yes
58;entrepreneur;married;secondary;no;496;no;no;cellular;1;yes
52;management;single;tertiary;no;83;no;no;cellular;6;yes
54;technician;single;tertiary;no;467;yes;no;cellular;3;yes
27;technician;single;secondary;yes;0;no;yes;cellular;1;yes
41;services;married;secondary;no;471;yes;no;cellular;2;yes
72;retired;married;secondary;no;5715;no;no;cellular;1;yes
24;blue-collar;married;secondary;no;-389;yes;yes;unknown;1;yes
36;admin.;single;tertiary;no;364;no;yes;cellular;1;yes
39;services;married;secondary;no;25;yes;yes;cellular;1;yes
55;technician;divorced;secondary;no;3450;no;no;cellular;1;yes
35;admin.;married;secondary;no;2374;yes;no;cellular;2;yes
32;technician;single;tertiary;no;5514;no;no;cellular;1;yes
29;blue-collar;single;tertiary;no;455;no;no;telephone;2;yes
59;services;single;secondary;no;739;no;no;cellular;1;yes
33;management;married;secondary;no;336;no;no;cellular;3;yes
30;services;divorced;secondary;no;436;yes;no;cellular;1;yes
30;management;single;tertiary;no;536;no;no;cellular;1;yes
37;management;married;tertiary;no;0;no;no;cellular;2;yes
39;management;single;tertiary;no;0;yes;no;cellular;3;yes
40;blue-collar;married;unknown;no;1181;yes;no;cellular;2;yes
29;management;single;tertiary;no;265;no;no;cellular;1;yes
24;unemployed;single;secondary;no;2573;no;no;cellular;2;yes
31;blue-collar;married;primary;no;-537;yes;yes;cellular;7;yes
62;management;married;secondary;no;1128;no;no;cellular;1;yes
33;admin.;married;unknown;no;2780;no;no;cellular;1;yes
67;management;married;tertiary;no;405;no;no;cellular;2;yes
44;self-employed;married;secondary;no;706;no;no;unknown;1;yes
79;retired;married;secondary;no;2661;no;no;cellular;5;yes
30;technician;single;secondary;no;2734;no;no;cellular;3;yes
38;housemaid;married;primary;no;196;no;no;cellular;1;yes
31;management;single;tertiary;no;533;no;no;telephone;1;yes
38;technician;married;secondary;no;6728;no;no;cellular;4;yes
36;services;single;secondary;no;1227;yes;yes;cellular;5;yes
30;blue-collar;married;secondary;no;5;no;no;cellular;3;yes
34;technician;married;tertiary;no;197;no;no;cellular;3;yes
27;management;single;primary;yes;13;no;no;cellular;3;yes
32;admin.;married;tertiary;no;284;yes;no;cellular;3;yes
37;management;single;tertiary;no;33;yes;no;cellular;1;yes
56;management;married;tertiary;no;2333;no;no;cellular;1;yes
28;blue-collar;single;secondary;no;1705;no;no;cellular;2;yes
49;blue-collar;married;secondary;no;2039;yes;no;cellular;1;yes
23;student;single;secondary;no;381;no;no;cellular;1;yes
56;retired;married;secondary;no;3738;yes;no;cellular;1;yes
54;blue-collar;divorced;primary;no;4401;no;no;telephone;1;yes
59;management;married;tertiary;no;553;yes;no;cellular;3;yes
53;technician;married;secondary;no;-725;yes;no;unknown;1;yes
51;retired;married;primary;no;67;no;no;unknown;1;yes
31;unemployed;married;tertiary;no;330;no;no;cellular;1;yes
62;management;divorced;tertiary;no;5943;no;no;telephone;4;yes
38;technician;single;tertiary;no;25;yes;no;cellular;2;yes
25;management;single;tertiary;no;316;no;no;cellular;2;yes
43;technician;divorced;unknown;no;4389;no;no;cellular;1;yes
45;admin.;divorced;secondary;no;0;no;no;cellular;1;yes
78;retired;divorced;primary;no;1389;no;no;cellular;1;yes
30;management;single;tertiary;no;398;no;no;cellular;1;yes
69;retired;divorced;tertiary;no;247;no;no;cellular;2;yes
48;entrepreneur;married;secondary;no;0;no;yes;cellular;2;yes
31;admin.;single;secondary;no;131;yes;no;cellular;1;yes
57;retired;single;primary;no;604;no;no;cellular;1;no
45;admin.;divorced;secondary;no;0;yes;no;cellular;1;no
48;blue-collar;married;secondary;no;238;yes;yes;cellular;2;no
34;admin.;single;secondary;no;673;yes;no;cellular;1;no
37;entrepreneur;married;tertiary;no;7944;no;no;cellular;1;no
32;management;married;tertiary;no;3696;no;no;unknown;3;no
35;self-employed;married;secondary;no;347;no;no;unknown;1;no
31;blue-collar;married;primary;no;-199;yes;yes;telephone;5;no
54;technician;married;tertiary;yes;337;yes;no;unknown;2;no
52;unemployed;married;secondary;no;5091;no;no;cellular;1;no
29;self-employed;single;secondary;no;970;yes;no;cellular;1;no
34;services;single;secondary;no;258;yes;no;unknown;2;no
37;blue-collar;divorced;secondary;no;614;yes;no;unknown;1;no
66;housemaid;married;secondary;no;1929;no;no;cellular;1;no
33;technician;married;secondary;no;2362;yes;no;cellular;4;no
60;retired;married;secondary;no;8121;yes;yes;cellular;7;no
55;management;divorced;tertiary;no;608;yes;no;cellular;2;no
34;blue-collar;single;secondary;no;3723;yes;no;unknown;5;no
52;blue-collar;married;primary;no;117;no;yes;cellular;2;no
29;services;married;secondary;no;363;yes;no;cellular;1;no
43;services;divorced;secondary;no;130;yes;no;unknown;1;no
57;services;divorced;primary;no;2225;yes;no;cellular;4;no
32;blue-collar;married;primary;no;-105;yes;yes;telephone;19;no
67;unknown;married;tertiary;no;7687;no;no;telephone;3;no
45;services;married;secondary;no;222;no;no;cellular;11;no
47;technician;single;secondary;no;736;no;no;cellular;2;no
31;self-employed;single;tertiary;no;84;no;no;cellular;4;no
52;blue-collar;divorced;primary;no;196;yes;no;unknown;3;no
41;technician;married;secondary;no;2123;no;no;cellular;2;no
35;blue-collar;single;secondary;no;-482;yes;no;unknown;1;no
48;management;divorced;tertiary;no;700;yes;no;cellular;2;no
53;blue-collar;married;primary;no;1388;no;no;cellular;4;no
59;entrepreneur;married;primary;no;222;no;no;cellular;1;no
26;blue-collar;single;secondary;no;592;yes;yes;unknown;1;no
30;management;married;tertiary;no;0;no;no;cellular;2;no
56;self-employed;married;tertiary;no;411;no;no;unknown;4;no
41;blue-collar;divorced;secondary;no;-104;yes;no;unknown;3;no
52;technician;married;secondary;no;475;yes;no;cellular;3;no
35;admin.;single;secondary;no;181;yes;no;cellular;4;no
41;management;married;tertiary;no;653;yes;no;telephone;2;no
39;management;married;tertiary;no;0;yes;no;unknown;2;no
51;management;married;tertiary;no;0;yes;yes;cellular;1;no
46;blue-collar;married;secondary;no;942;no;no;cellular;3;no
43;technician;divorced;primary;no;13;no;yes;cellular;4;no
31;technician;single;secondary;no;200;no;no;cellular;2;no
56;unemployed;married;secondary;no;660;yes;no;unknown;3;no
35;entrepreneur;married;secondary;no;1309;yes;no;cellular;3;no
58;self-employed;married;tertiary;no;-364;yes;no;unknown;1;no
33;technician;married;secondary;no;-616;yes;yes;unknown;1;no
36;blue-collar;single;secondary;no;2596;no;no;unknown;6;no
49;entrepreneur;single;secondary;no;5802;no;no;cellular;3;no
47;technician;married;secondary;no;568;yes;no;telephone;2;no
61;retired;married;primary;no;296;yes;yes;unknown;2;no
45;services;married;secondary;no;561;yes;no;unknown;7;no
53;management;divorced;tertiary;no;2894;yes;no;cellular;1;no
31;management;married;tertiary;no;2344;yes;no;cellular;6;no
35;admin.;married;secondary;no;1345;yes;no;cellular;1;no
55;management;married;tertiary;no;171;yes;no;cellular;6;no
50;technician;married;secondary;no;1838;yes;yes;cellular;8;no
53;unknown;married;unknown;no;549;no;no;telephone;2;no
45;admin.;married;secondary;no;1097;yes;yes;cellular;1;no
45;unemployed;married;tertiary;no;1148;no;no;cellular;2;no
32;technician;single;tertiary;no;3818;no;no;cellular;4;no
33;blue-collar;married;primary;no;934;yes;no;unknown;2;no
51;blue-collar;married;primary;no;-637;yes;yes;cellular;2;no
27;housemaid;married;secondary;yes;65;yes;yes;cellular;1;no
37;technician;married;secondary;no;24;yes;no;cellular;1;no
45;blue-collar;married;primary;no;907;no;no;cellular;8;no
40;blue-collar;married;secondary;no;100;yes;no;unknown;2;no
41;blue-collar;married;primary;no;686;yes;no;cellular;3;no
35;management;single;tertiary;no;3;yes;yes;cellular;1;no
62;retired;married;tertiary;no;4692;yes;no;cellular;1;no
42;technician;married;secondary;yes;-197;yes;no;cellular;7;no
38;management;divorced;tertiary;no;4335;yes;no;cellular;1;no
36;technician;single;secondary;no;664;no;no;cellular;3;no
59;services;married;secondary;no;307;yes;yes;unknown;7;no
46;services;divorced;secondary;no;5;yes;yes;cellular;2;no
42;blue-collar;married;primary;no;-67;yes;no;unknown;1;no
27;student;single;secondary;no;3754;no;no;cellular;3;no
44;technician;married;secondary;no;1139;yes;no;cellular;1;no
32;services;married;secondary;no;250;yes;no;unknown;1;no
32;self-employed;divorced;tertiary;no;3695;yes;no;cellular;1;no
43;blue-collar;married;secondary;no;1025;yes;no;cellular;1;no
38;management;married;tertiary;no;328;no;no;cellular;2;no
40;services;married;secondary;no;0;yes;no;cellular;1;no
44;management;married;tertiary;no;6203;yes;yes;unknown;1;no
49;management;divorced;tertiary;no;1904;no;yes;cellular;2;no
37;management;married;tertiary;no;347;yes;no;cellular;1;no
40;unemployed;married;secondary;no;1289;no;no;cellular;2;no
54;management;divorced;tertiary;no;129;yes;no;unknown;1;no
38;blue-collar;married;primary;no;178;yes;no;unknown;1;no
45;management;married;tertiary;no;81;no;yes;cellular;3;no
49;self-employed;married;tertiary;no;599;no;no;cellular;1;no
46;technician;married;secondary;no;190;yes;no;cellular;2;no
39;blue-collar;married;secondary;no;0;yes;no;unknown;1;no
56;management;married;tertiary;no;563;yes;no;cellular;2;no
37;blue-collar;married;secondary;no;105;yes;no;unknown;2;no
39;management;married;tertiary;no;3518;yes;no;cellular;1;no
53;self-employed;married;secondary;no;248;no;yes;cellular;1;no
38;blue-collar;married;secondary;no;961;yes;no;unknown;1;no
25;technician;single;tertiary;no;640;yes;no;unknown;2;no
35;technician;married;secondary;no;1144;no;no;cellular;13;no
47;unemployed;married;primary;no;0;no;no;unknown;1;no
40;management;married;tertiary;no;4381;no;no;telephone;2;no
31;self-employed;married;tertiary;no;1134;no;no;cellular;2;no
50;technician;married;primary;no;570;no;no;unknown;3;no
40;blue-collar;married;secondary;no;0;yes;no;unknown;2;no
55;retired;married;tertiary;no;357;yes;no;cellular;1;no
31;services;married;secondary;no;593;yes;no;cellular;2;no
59;blue-collar;married;primary;no;229;yes;yes;unknown;1;no
52;management;married;primary;no;0;no;no;unknown;3;no
55;unknown;married;secondary;no;1157;no;no;cellular;1;no
49;management;married;tertiary;no;234;no;no;cellular;6;no
31;self-employed;married;tertiary;no;322;yes;no;unknown;1;no
55;entrepreneur;married;secondary;no;113;yes;no;unknown;1;no
38;entrepreneur;married;secondary;no;2139;yes;no;unknown;1;no
52;unemployed;married;secondary;no;2251;yes;no;unknown;9;no
57;management;divorced;unknown;no;0;no;no;unknown;1;no
65;management;divorced;tertiary;no;2756;no;no;cellular;2;no
53;retired;married;tertiary;no;7132;no;no;cellular;2;no
34;technician;single;tertiary;no;2047;yes;no;cellular;5;no
41;self-employed;single;tertiary;no;0;no;no;cellular;1;no
44;unemployed;married;tertiary;no;1151;yes;no;unknown;2;no
49;technician;married;secondary;no;5244;no;no;cellular;4;no
39;technician;married;secondary;no;1;yes;no;unknown;2;no
54;management;married;tertiary;no;203;no;no;cellular;1;no
22;student;single;secondary;no;2162;no;no;telephone;1;no
31;admin.;married;secondary;no;337;no;no;unknown;1;no
53;housemaid;married;unknown;no;0;no;no;cellular;1;no
59;technician;divorced;secondary;no;2;no;no;cellular;2;no
59;admin.;married;secondary;no;1365;no;no;unknown;1;no
56;management;married;tertiary;no;2366;yes;yes;cellular;2;no
52;management;divorced;tertiary;no;-803;yes;no;cellular;3;no
57;entrepreneur;divorced;tertiary;no;873;no;no;unknown;3;no
41;admin.;married;secondary;no;-76;yes;no;cellular;1;no
39;housemaid;married;tertiary;no;2990;no;no;telephone;4;no
35;management;divorced;tertiary;no;538;yes;no;unknown;4;no
53;management;divorced;tertiary;no;6388;yes;no;telephone;2;no
35;technician;married;secondary;no;840;yes;no;cellular;4;no
25;technician;single;secondary;no;1847;no;no;cellular;2;no
34;services;married;secondary;no;40;yes;no;cellular;2;no
38;self-employed;married;secondary;no;30;no;no;unknown;1;no
42;management;married;primary;no;860;yes;no;unknown;3;no
28;self-employed;single;secondary;no;123;yes;no;unknown;1;no
35;blue-collar;married;secondary;no;667;yes;no;cellular;5;no
34;admin.;single;secondary;no;601;no;no;cellular;3;no
32;technician;married;secondary;no;616;yes;no;cellular;7;no
38;entrepreneur;married;unknown;no;259;no;no;cellular;1;no
32;management;single;tertiary;no;307;no;no;cellular;1;no
41;management;married;tertiary;no;-29;no;no;cellular;2;no
41;blue-collar;married;secondary;no;849;yes;yes;cellular;4;no
26;management;single;tertiary;no;47;yes;no;cellular;1;no
60;retired;married;tertiary;no;2194;yes;no;telephone;3;no
51;services;married;unknown;no;3413;no;no;cellular;7;no
24;services;single;secondary;no;1299;yes;yes;cellular;2;no
37;blue-collar;married;unknown;no;622;yes;no;cellular;1;no
44;technician;married;secondary;no;1901;no;no;cellular;2;no
74;retired;divorced;primary;no;166;no;no;cellular;1;no
50;technician;married;secondary;no;1717;no;no;telephone;8;no
31;management;single;tertiary;no;-160;yes;no;unknown;2;no
31;admin.;married;secondary;no;89;no;no;unknown;3;no
25;management;single;tertiary;no;493;yes;no;unknown;1;no
39;entrepreneur;married;tertiary;no;2644;yes;no;unknown;1;no
30;management;single;tertiary;no;596;no;no;cellular;2;no
60;management;married;secondary;no;0;no;no;cellular;4;no
48;technician;married;secondary;no;606;yes;no;cellular;4;no
30;entrepreneur;married;secondary;no;-346;yes;yes;cellular;1;no
43;services;single;secondary;no;550;yes;no;cellular;2;no
44;technician;single;primary;no;237;yes;no;cellular;1;no
29;blue-collar;single;secondary;no;415;no;yes;cellular;1;no
46;unemployed;married;secondary;no;-125;yes;no;unknown;1;no
28;blue-collar;single;tertiary;no;1984;yes;no;cellular;2;no
34;entrepreneur;married;tertiary;no;121;yes;no;telephone;6;no
42;management;divorced;tertiary;no;266;no;yes;cellular;1;no
59;retired;married;secondary;no;1723;no;no;unknown;1;no
27;blue-collar;single;secondary;no;1049;no;no;telephone;3;no
36;blue-collar;married;primary;no;21;no;no;telephone;1;no
34;blue-collar;single;secondary;no;341;yes;no;unknown;1;no
30;management;married;tertiary;no;233;yes;no;unknown;10;no
50;technician;married;tertiary;no;247;no;no;unknown;1;no
50;technician;married;tertiary;no;3117;no;no;cellular;2;no
45;entrepreneur;married;secondary;no;242;no;yes;cellular;1;no
40;blue-collar;single;unknown;no;24;yes;no;unknown;1;no
49;management;married;tertiary;no;7007;no;no;cellular;2;no
54;retired;married;secondary;no;1851;no;no;unknown;3;no
31;blue-collar;single;secondary;no;573;yes;no;telephone;1;no
35;self-employed;married;tertiary;no;1178;yes;yes;cellular;2;no
34;blue-collar;married;tertiary;no;748;yes;yes;cellular;1;no
48;admin.;divorced;secondary;no;-407;yes;no;cellular;2;no
51;blue-collar;married;secondary;no;4695;no;no;cellular;10;no
47;unemployed;single;tertiary;no;2500;no;no;cellular;1;no
45;retired;single;secondary;yes;86;no;no;cellular;5;no
33;management;married;tertiary;no;968;no;yes;cellular;10;no
33;services;single;secondary;no;192;no;no;cellular;1;no
27;unemployed;single;primary;no;93;no;no;unknown;1;no
47;technician;married;secondary;no;0;yes;no;cellular;1;no
54;self-employed;divorced;tertiary;no;0;yes;yes;cellular;3;no
37;management;married;tertiary;no;-491;yes;no;cellular;2;no
43;unknown;married;unknown;no;1517;no;no;unknown;1;no
49;management;married;tertiary;no;0;yes;no;cellular;1;no
43;unemployed;married;secondary;no;775;no;no;cellular;1;no
27;admin.;single;secondary;no;276;yes;no;unknown;2;no
44;services;married;secondary;no;5781;yes;yes;cellular;1;no
37;management;divorced;tertiary;no;0;yes;no;cellular;6;no
50;services;married;secondary;no;901;yes;no;unknown;6;no
50;entrepreneur;married;primary;no;431;yes;no;cellular;5;no
52;services;married;primary;no;911;no;no;unknown;2;no
26;admin.;single;secondary;no;96;no;no;cellular;1;no
35;technician;married;secondary;no;0;yes;yes;cellular;1;no
47;services;divorced;secondary;no;-288;yes;no;unknown;7;no
55;services;divorced;primary;no;2923;yes;no;unknown;2;no
26;blue-collar;single;primary;no;16;no;yes;cellular;2;no
37;self-employed;married;secondary;no;744;yes;yes;cellular;3;no
56;blue-collar;married;primary;no;551;no;no;unknown;1;no
33;management;married;tertiary;no;322;yes;no;cellular;3;no
36;blue-collar;married;secondary;no;199;yes;no;cellular;1;no
32;management;single;tertiary;no;0;no;no;cellular;2;no
30;technician;single;tertiary;no;0;no;no;cellular;6;no
39;management;single;tertiary;no;633;no;no;cellular;2;no
28;management;single;tertiary;no;203;no;no;cellular;2;no
36;self-employed;single;tertiary;no;583;no;no;cellular;1;no
39;admin.;single;secondary;no;2749;yes;no;cellular;1;no
48;management;divorced;secondary;no;769;no;yes;cellular;2;no
34;blue-collar;married;secondary;no;1924;yes;yes;cellular;2;no
50;blue-collar;married;primary;no;1064;yes;no;cellular;2;no
26;admin.;single;secondary;no;1099;no;no;cellular;2;no
35;entrepreneur;married;secondary;no;2971;no;no;cellular;2;no
44;blue-collar;married;primary;no;2657;yes;no;unknown;2;no
47;management;married;secondary;no;21;yes;no;cellular;2;no
62;management;married;tertiary;no;0;no;no;cellular;3;no
55;management;single;tertiary;no;0;no;no;cellular;3;no
26;management;single;tertiary;no;9447;no;no;cellular;1;no
88;retired;married;secondary;no;433;no;no;telephone;1;no
28;technician;single;tertiary;no;375;yes;no;cellular;1;no
41;services;married;secondary;no;2399;yes;no;cellular;2;no
25;technician;single;tertiary;no;148;no;no;cellular;1;no
40;entrepreneur;divorced;tertiary;no;224;no;no;unknown;1;no
35;blue-collar;married;primary;no;147;yes;no;cellular;1;no
65;retired;divorced;secondary;no;744;no;no;cellular;1;no
40;self-employed;single;tertiary;no;-94;yes;no;cellular;1;no
43;management;divorced;tertiary;no;9;yes;no;cellular;5;no
29;management;single;tertiary;no;1218;no;no;cellular;2;no
48;management;single;secondary;no;1106;no;yes;cellular;1;no
35;blue-collar;married;secondary;no;0;yes;no;cellular;1;no
30;technician;single;secondary;no;167;no;no;unknown;1;no
32;management;single;tertiary;no;0;yes;no;cellular;2;no
30;student;married;tertiary;no;324;no;no;cellular;4;no
30;admin.;single;secondary;no;127;yes;no;cellular;6;no
24;admin.;married;secondary;no;230;yes;no;cellular;1;no
29;technician;married;secondary;no;344;yes;yes;unknown;2;no
44;management;married;tertiary;no;105;yes;no;unknown;2;no
42;blue-collar;married;secondary;no;634;yes;no;cellular;2;no
45;housemaid;married;primary;no;317;yes;no;cellular;2;no
57;housemaid;married;primary;no;2234;no;no;unknown;5;no
36;blue-collar;married;primary;no;223;yes;no;unknown;3;no
49;technician;married;primary;no;230;yes;no;unknown;1;no
30;technician;single;tertiary;no;0;no;no;cellular;2;no
48;management;divorced;tertiary;no;313;no;no;cellular;1;no
32;services;married;secondary;no;289;yes;no;cellular;1;no
35;technician;married;secondary;no;0;yes;no;cellular;1;no
40;entrepreneur;married;primary;no;3676;yes;yes;unknown;1;no
32;housemaid;married;primary;no;-184;yes;no;cellular;2;no
37;admin.;single;tertiary;no;3954;yes;no;cellular;1;no
37;management;married;tertiary;no;2951;no;no;cellular;3;no
43;management;married;tertiary;no;78;yes;no;cellular;1;no
48;technician;married;secondary;no;1526;no;no;cellular;2;no
36;technician;married;secondary;no;0;yes;no;cellular;5;no
33;unemployed;single;secondary;no;233;yes;no;unknown;4;no
33;management;married;secondary;no;67;yes;yes;unknown;4;no
36;services;single;primary;no;38;no;no;unknown;4;no
65;retired;married;tertiary;no;1948;no;no;cellular;2;no
50;housemaid;married;primary;no;5296;no;no;cellular;7;no
34;management;single;tertiary;no;612;no;no;cellular;1;no
35;entrepreneur;married;secondary;no;4872;yes;no;cellular;3;no
32;management;single;tertiary;no;131;yes;no;cellular;1;no
34;technician;single;secondary;no;4943;yes;yes;cellular;2;no
34;blue-collar;married;secondary;no;-257;yes;no;cellular;1;no
33;blue-collar;married;primary;no;331;yes;no;unknown;3;no
45;blue-collar;married;secondary;no;105;yes;yes;unknown;1;no
35;blue-collar;married;secondary;no;1160;no;yes;telephone;1;no
53;technician;married;secondary;no;4930;no;yes;cellular;2;no
39;services;divorced;primary;no;471;yes;no;unknown;2;no
38;blue-collar;married;secondary;no;35;yes;no;unknown;2;no
35;management;single;tertiary;no;1750;yes;no;cellular;1;no
52;blue-collar;married;secondary;no;5275;no;yes;cellular;3;no
30;technician;single;secondary;no;728;yes;no;cellular;1;no
37;self-employed;married;tertiary;no;0;no;no;unknown;1;no
33;self-employed;married;tertiary;no;263;no;no;cellular;4;no
52;management;married;tertiary;no;601;yes;no;unknown;2;no
29;admin.;married;secondary;no;6429;yes;yes;cellular;1;no
28;admin.;single;secondary;no;1076;yes;no;unknown;5;no
37;blue-collar;married;secondary;no;-57;yes;yes;cellular;5;no
33;admin.;single;tertiary;no;2;no;no;cellular;2;no
32;technician;married;tertiary;no;514;yes;no;unknown;2;no
25;blue-collar;single;secondary;no;-375;yes;no;cellular;2;no
37;technician;married;secondary;no;28;no;no;cellular;2;no
34;management;single;tertiary;no;404;yes;no;cellular;6;no
40;unemployed;married;secondary;no;3430;yes;no;cellular;3;no
40;management;married;secondary;no;99;no;no;cellular;5;no
38;services;married;secondary;no;2669;yes;no;cellular;2;no
39;management;single;tertiary;no;202;yes;no;cellular;1;no
37;management;single;unknown;no;715;yes;no;unknown;2;no
35;blue-collar;married;secondary;no;674;yes;no;unknown;2;no
33;management;single;tertiary;no;312;no;no;cellular;1;no
38;management;married;tertiary;no;1463;yes;no;cellular;4;no
37;management;married;tertiary;no;789;yes;yes;cellular;1;no
29;unemployed;single;tertiary;no;7;no;no;cellular;1;no
42;services;married;primary;no;473;yes;no;cellular;1;no
45;management;divorced;tertiary;no;3150;yes;no;cellular;2;no
42;services;married;tertiary;no;12223;yes;no;cellular;1;no
33;blue-collar;married;secondary;no;1541;yes;no;unknown;2;no
35;blue-collar;single;secondary;no;142;yes;no;cellular;2;no
30;technician;single;tertiary;no;3;yes;no;unknown;1;no
31;blue-collar;single;secondary;no;1207;yes;no;cellular;2;no
45;technician;married;secondary;no;351;yes;no;telephone;2;no
44;admin.;divorced;secondary;no;777;yes;no;cellular;3;no
31;services;married;primary;no;997;yes;no;cellular;1;no
30;admin.;married;secondary;no;15;yes;no;unknown;1;no
