age;job;balance;loan;marital;education;default;housing;contact;campaign;deposit
36;management;8;no;single;tertiary;no;no;cellular;7;no
29;services;19;no;married;secondary;no;yes;cellular;6;no
31;entrepreneur;159;no;single;secondary;no;yes;cellular;1;no
30;technician;-754;yes;single;secondary;no;yes;unknown;1;no
28;admin.;157;NA;married;secondary;no;yes;cellular;2;no
42;management;2110;yes;married;tertiary;no;no;cellular;2;no
31;housemaid;2603;no;married;primary;no;yes;cellular;1;no
36;management;992;no;single;secondary;no;no;unknown;1;no
43;technician;593;no;single;secondary;no;yes;unknown;1;no
28;student;327;no;married;tertiary;no;yes;cellular;3;no
34;management;6766;NA;single;tertiary;no;no;cellular;5;no
36;NA;432;yes;married;secondary;no;yes;unknown;1;no
28;admin.;25;no;single;secondary;no;yes;unknown;2;no
34;blue-collar;5299;NA;married;primary;no;yes;unknown;5;no
53;admin.;291;NA;single;secondary;no;no;unknown;1;no
52;self-employed;517;no;married;secondary;no;no;cellular;4;no
44;unemployed;97;no;married;primary;no;yes;unknown;3;no
58;self-employed;1636;no;married;tertiary;no;no;cellular;1;no
47;admin.;996;no;married;secondary;no;no;telephone;2;no
NA;blue-collar;0;no;single;secondary;no;yes;unknown;4;no
39;NA;710;no;married;tertiary;no;yes;cellular;2;no
33;self-employed;1049;no;single;tertiary;no;no;cellular;4;no
23;student;556;no;single;secondary;no;yes;cellular;2;no
31;services;629;no;single;secondary;no;yes;unknown;2;no
39;NA;186;no;married;primary;no;yes;unknown;3;no
42;management;0;no;divorced;tertiary;no;no;unknown;2;no
46;admin.;1264;NA;married;secondary;no;no;telephone;2;no
22;student;64;no;single;secondary;no;no;cellular;1;no
50;technician;NA;no;married;secondary;no;yes;cellular;1;no
50;technician;-97;no;single;secondary;no;yes;cellular;1;no
34;management;161;no;married;tertiary;no;yes;cellular;1;no
40;admin.;732;no;married;secondary;no;no;cellular;1;no
39;blue-collar;94;yes;married;secondary;no;yes;cellular;1;no
51;blue-collar;2404;no;married;tertiary;no;yes;telephone;1;no
45;management;21;no;married;secondary;no;yes;unknown;2;no
34;technician;2658;no;single;tertiary;no;yes;cellular;1;no
30;self-employed;131;no;married;secondary;no;yes;unknown;1;no
57;unemployed;0;no;married;primary;no;yes;cellular;2;no
42;blue-collar;351;no;married;secondary;no;yes;unknown;21;no
51;NA;564;yes;married;secondary;no;no;cellular;2;no
38;blue-collar;2240;no;married;primary;no;yes;cellular;1;no
60;self-employed;46;no;married;primary;no;yes;unknown;4;no
38;blue-collar;132;no;married;primary;no;yes;cellular;2;no
37;retired;NA;yes;married;secondary;no;no;cellular;1;no
34;management;0;yes;single;tertiary;no;yes;cellular;2;no
39;housemaid;267;no;married;primary;no;no;unknown;5;no
55;services;841;no;married;secondary;no;yes;cellular;9;no
48;blue-collar;51;yes;married;primary;no;no;telephone;1;no
42;blue-collar;7735;no;married;primary;no;yes;cellular;1;no
29;housemaid;417;no;married;primary;no;no;cellular;2;no
33;blue-collar;-14;no;single;secondary;no;yes;cellular;2;no
NA;blue-collar;2490;no;married;primary;no;yes;cellular;1;no
28;admin.;0;no;married;secondary;no;yes;cellular;1;no
26;blue-collar;NA;no;single;secondary;no;no;cellular;2;no
40;NA;19343;no;single;secondary;no;yes;cellular;4;no
42;NA;947;no;married;secondary;no;no;cellular;2;no
49;NA;90;no;married;secondary;no;yes;unknown;1;no
NA;admin.;NA;no;single;secondary;no;yes;cellular;2;no
33;technician;72;no;married;secondary;yes;yes;unknown;1;no
30;technician;NA;NA;single;secondary;no;yes;cellular;1;no
20;student;130;no;single;secondary;no;no;telephone;3;no
51;blue-collar;41;no;married;unknown;no;yes;telephone;43;no
38;NA;NA;no;single;primary;no;yes;cellular;2;no
53;technician;673;no;married;tertiary;no;yes;cellular;1;no
34;blue-collar;-131;no;divorced;secondary;no;yes;cellular;1;no
30;blue-collar;2607;no;married;primary;no;yes;unknown;10;no
36;unemployed;5;no;divorced;secondary;no;yes;cellular;1;no
36;management;23;no;married;tertiary;no;no;cellular;11;no
39;blue-collar;180;no;married;secondary;no;yes;cellular;1;no
33;technician;68;no;single;tertiary;no;no;cellular;2;no
42;management;0;no;married;tertiary;no;no;cellular;2;no
30;NA;565;no;single;tertiary;no;yes;cellular;1;no
23;technician;598;no;single;secondary;no;no;cellular;1;no
37;technician;1609;yes;single;tertiary;no;no;unknown;19;no
77;retired;1047;no;married;tertiary;no;no;cellular;5;no
33;technician;5641;no;married;tertiary;no;no;cellular;2;no
33;blue-collar;557;no;single;primary;no;yes;cellular;2;no
40;blue-collar;1066;no;single;secondary;no;yes;unknown;1;no
58;retired;35;no;married;secondary;no;no;cellular;7;no
29;management;54;yes;single;tertiary;no;yes;unknown;3;no
43;management;1806;no;single;tertiary;no;yes;cellular;2;no
34;blue-collar;39;no;single;secondary;no;no;cellular;2;no
38;admin.;0;no;divorced;secondary;no;yes;cellular;1;no
38;admin.;930;no;divorced;secondary;no;yes;cellular;1;no
40;blue-collar;0;no;married;primary;no;no;cellular;1;no
59;management;2764;no;married;tertiary;no;no;cellular;1;no
44;admin.;4492;yes;single;secondary;no;no;cellular;13;no
60;retired;2166;no;divorced;tertiary;no;no;unknown;9;no
37;management;0;no;single;tertiary;no;no;cellular;1;no
50;admin.;1575;no;married;secondary;no;no;cellular;1;no
50;management;201;no;divorced;tertiary;no;yes;cellular;1;no
35;admin.;318;yes;married;tertiary;no;yes;cellular;1;no
39;management;1682;no;single;tertiary;no;yes;cellular;1;no
29;self-employed;242;no;married;tertiary;no;yes;cellular;4;no
34;management;291;NA;divorced;secondary;no;no;cellular;2;no
NA;technician;304;no;divorced;secondary;no;no;cellular;2;no
51;housemaid;108;no;married;primary;no;no;unknown;2;no
46;blue-collar;1303;no;married;primary;no;no;cellular;1;no
27;NA;292;no;single;secondary;no;yes;cellular;9;no
61;retired;89;no;married;secondary;no;no;cellular;1;no
34;admin.;788;no;married;tertiary;no;yes;cellular;1;no
30;blue-collar;573;no;single;secondary;no;yes;unknown;2;no
58;management;1318;no;married;tertiary;no;no;cellular;1;no
30;technician;151;no;single;secondary;no;no;cellular;2;no
50;blue-collar;-37;no;married;primary;no;yes;unknown;3;no
30;blue-collar;522;no;single;secondary;no;no;cellular;3;no
43;entrepreneur;2315;yes;married;primary;no;yes;cellular;1;no
35;services;-718;no;divorced;secondary;no;yes;cellular;1;no
36;management;4;no;single;tertiary;no;yes;cellular;1;no
46;entrepreneur;-43;no;married;tertiary;no;no;unknown;8;no
46;admin.;596;no;single;secondary;no;yes;cellular;3;no
29;unemployed;670;no;single;secondary;no;yes;unknown;1;no
48;blue-collar;430;no;married;primary;no;no;cellular;3;no
50;management;60;no;divorced;tertiary;no;no;cellular;2;no
53;admin.;0;yes;divorced;secondary;no;yes;cellular;2;no
38;entrepreneur;678;yes;married;tertiary;no;no;cellular;2;no
27;management;159;no;married;tertiary;no;yes;cellular;2;no
36;technician;1345;no;married;secondary;no;yes;cellular;1;no
48;services;483;no;married;primary;no;no;cellular;2;no
59;unknown;2443;no;married;unknown;no;no;unknown;8;no
21;student;1258;NA;single;tertiary;no;no;cellular;1;no
56;retired;389;no;divorced;secondary;no;yes;unknown;5;no
57;admin.;0;no;divorced;secondary;no;no;cellular;2;no
41;blue-collar;2067;no;married;secondary;no;yes;unknown;4;no
36;management;332;no;married;tertiary;no;yes;cellular;7;no
45;management;80;yes;married;tertiary;no;no;cellular;1;no
40;housemaid;84;yes;married;secondary;no;yes;unknown;7;no
30;admin.;2702;no;single;secondary;no;yes;cellular;2;no
75;NA;37127;no;divorced;primary;no;no;cellular;1;no
35;technician;0;no;single;tertiary;no;yes;telephone;2;no
58;admin.;1813;no;married;secondary;no;yes;telephone;1;no
29;technician;1612;no;single;secondary;no;yes;unknown;2;no
54;technician;198;yes;single;secondary;no;yes;cellular;1;no
28;NA;1106;no;single;secondary;no;yes;cellular;2;no
33;student;2321;no;single;unknown;no;no;cellular;2;no
56;admin.;33;yes;married;secondary;no;no;cellular;1;no
50;management;101;no;married;tertiary;no;yes;unknown;1;no
37;technician;-59;no;single;secondary;no;yes;cellular;1;no
49;services;486;yes;married;secondary;no;yes;unknown;2;no
54;retired;136;no;married;primary;no;yes;cellular;1;no
40;management;193;no;married;tertiary;no;no;cellular;6;no
33;technician;5083;no;married;secondary;no;no;cellular;1;no
48;management;0;no;married;unknown;no;yes;cellular;1;no
43;management;8;no;married;tertiary;no;no;cellular;4;no
35;blue-collar;21;no;single;primary;no;yes;unknown;1;no
55;technician;570;no;married;secondary;no;no;cellular;6;no
NA;management;644;yes;married;tertiary;no;yes;cellular;2;no
41;technician;1104;no;single;tertiary;no;no;unknown;1;no
57;blue-collar;6004;no;married;secondary;no;yes;cellular;6;no
50;self-employed;1503;no;married;tertiary;no;no;cellular;12;no
63;technician;896;no;married;secondary;no;yes;cellular;3;no
33;technician;177;no;single;secondary;no;yes;unknown;1;no
47;blue-collar;665;no;married;secondary;no;no;cellular;3;no
36;services;380;no;married;secondary;no;yes;unknown;1;no
23;student;151;no;single;secondary;no;yes;unknown;1;no
33;technician;179;no;single;tertiary;no;yes;cellular;2;no
36;management;NA;yes;married;tertiary;no;no;cellular;6;no
47;NA;116;no;married;secondary;no;yes;unknown;2;no
39;management;0;no;married;tertiary;no;no;cellular;25;no
44;blue-collar;-57;no;divorced;primary;no;yes;cellular;1;no
60;retired;894;no;married;primary;no;yes;unknown;7;no
42;management;478;yes;married;tertiary;no;no;cellular;1;no
32;technician;10;no;single;secondary;no;no;cellular;2;no
33;admin.;30;no;married;secondary;no;yes;telephone;2;no
37;management;578;no;married;tertiary;no;yes;cellular;4;no
33;management;2360;no;single;tertiary;no;yes;cellular;1;no
59;retired;-47;no;married;primary;no;yes;cellular;4;no
42;technician;-805;NA;married;tertiary;no;no;cellular;6;no
NA;management;782;NA;married;tertiary;yes;no;cellular;2;no
31;technician;1282;no;single;secondary;no;no;cellular;1;no
50;self-employed;766;no;single;secondary;no;yes;cellular;2;no
29;blue-collar;348;no;single;secondary;no;yes;unknown;2;no
36;entrepreneur;296;no;single;secondary;no;no;cellular;2;no
33;services;908;yes;married;primary;no;yes;cellular;2;no
38;admin.;0;no;divorced;secondary;no;no;unknown;1;no
33;management;5276;no;single;tertiary;no;no;cellular;1;no
36;entrepreneur;658;no;single;tertiary;no;yes;unknown;3;no
36;management;1089;no;single;tertiary;no;yes;unknown;1;no
44;admin.;1042;no;married;secondary;no;yes;cellular;1;no
29;blue-collar;544;yes;married;primary;no;no;cellular;4;no
44;blue-collar;134;no;married;primary;no;yes;cellular;1;no
55;management;73;no;married;tertiary;no;yes;unknown;2;no
38;blue-collar;13156;no;single;secondary;no;yes;cellular;4;no
39;management;30;yes;divorced;tertiary;no;no;cellular;4;no
45;blue-collar;-66;NA;married;primary;no;yes;unknown;2;no
36;management;1373;no;single;tertiary;no;yes;unknown;2;no
36;management;8564;no;married;tertiary;no;yes;unknown;1;no
59;retired;81;no;divorced;primary;no;yes;unknown;1;no
41;admin.;5426;no;married;tertiary;no;yes;unknown;2;no
NA;NA;16;no;single;tertiary;no;yes;unknown;1;no
50;NA;297;no;single;tertiary;no;yes;unknown;1;no
51;blue-collar;734;yes;divorced;secondary;no;yes;cellular;1;no
29;management;1514;no;single;tertiary;no;yes;telephone;1;no
40;technician;153;no;single;secondary;no;no;cellular;2;no
36;student;3503;no;married;primary;no;no;unknown;1;no
49;technician;-849;NA;married;secondary;no;yes;unknown;1;no
45;technician;NA;no;married;secondary;no;yes;cellular;1;no
40;management;2487;no;married;tertiary;no;no;cellular;1;no
31;management;927;no;married;tertiary;no;no;cellular;4;no
32;entrepreneur;598;no;married;tertiary;no;no;cellular;6;no
44;admin.;345;no;married;secondary;no;yes;telephone;8;no
27;blue-collar;NA;no;married;secondary;no;no;telephone;1;no
25;admin.;220;NA;single;tertiary;no;no;cellular;1;no
56;services;9;yes;married;secondary;no;no;cellular;2;no
59;retired;5678;no;married;secondary;no;yes;unknown;2;no
31;management;NA;no;single;tertiary;no;no;cellular;12;no
49;admin.;169;no;divorced;secondary;no;yes;unknown;1;no
50;blue-collar;NA;no;divorced;primary;no;no;cellular;1;no
42;unknown;61;no;single;unknown;yes;no;unknown;1;no
37;management;7100;no;married;tertiary;no;no;cellular;2;no
36;blue-collar;219;yes;single;secondary;no;yes;cellular;2;no
53;blue-collar;-76;no;married;secondary;no;no;cellular;1;no
51;blue-collar;1432;no;married;unknown;no;no;cellular;1;no
42;blue-collar;879;NA;married;secondary;no;yes;cellular;1;no
47;housemaid;NA;no;married;primary;no;yes;telephone;1;no
40;self-employed;1498;no;married;tertiary;no;no;cellular;1;no
25;blue-collar;543;no;single;secondary;no;yes;cellular;1;no
36;blue-collar;1797;yes;married;secondary;no;yes;cellular;1;no
80;retired;2994;no;married;primary;no;no;cellular;1;no
60;self-employed;1690;NA;married;secondary;no;no;cellular;11;no
51;management;1573;no;married;secondary;no;no;cellular;18;no
59;housemaid;0;yes;married;tertiary;no;no;cellular;2;no
NA;retired;173;no;married;secondary;no;no;cellular;3;no
47;admin.;989;no;married;unknown;no;no;unknown;1;no
36;services;335;no;married;secondary;no;yes;unknown;2;no
31;blue-collar;17;no;single;unknown;yes;yes;cellular;1;no
33;technician;-74;no;married;secondary;no;yes;cellular;4;no
45;services;8319;no;married;unknown;no;no;cellular;2;no
33;blue-collar;15341;no;single;secondary;no;no;cellular;1;no
51;technician;52;no;married;secondary;no;no;cellular;2;no
51;unemployed;-56;no;divorced;secondary;no;yes;cellular;3;no
48;blue-collar;1670;no;married;primary;no;no;unknown;1;no
34;technician;370;no;single;tertiary;no;no;cellular;2;no
28;management;466;no;single;tertiary;no;yes;cellular;2;no
33;technician;2583;no;single;secondary;no;no;cellular;1;no
36;services;1177;NA;married;secondary;no;yes;cellular;5;no
40;self-employed;311;no;married;secondary;no;yes;unknown;2;no
34;entrepreneur;842;no;married;tertiary;no;yes;cellular;2;no
31;technician;2744;no;single;tertiary;no;yes;cellular;2;no
49;technician;503;no;married;tertiary;no;no;unknown;2;no
35;management;62;no;single;tertiary;no;yes;cellular;4;no
38;management;4841;NA;single;tertiary;no;no;cellular;3;no
32;technician;253;no;married;secondary;no;yes;cellular;1;no
33;blue-collar;842;no;married;secondary;no;no;cellular;4;no
NA;admin.;378;NA;married;unknown;no;no;unknown;5;no
30;services;637;no;married;secondary;no;yes;cellular;5;no
53;admin.;-372;no;divorced;secondary;no;yes;unknown;1;no
24;technician;135;yes;single;secondary;no;yes;cellular;1;no
52;entrepreneur;7;no;divorced;secondary;no;no;cellular;5;no
27;management;446;no;single;tertiary;no;no;cellular;3;no
36;admin.;1328;no;single;secondary;no;no;cellular;9;no
29;admin.;252;no;married;secondary;no;yes;cellular;3;no
47;blue-collar;125;no;married;secondary;no;no;cellular;2;no
43;blue-collar;1324;no;married;secondary;no;yes;telephone;5;no
48;management;-244;no;divorced;tertiary;no;yes;unknown;1;no
57;entrepreneur;657;no;married;unknown;no;no;unknown;1;no
25;NA;NA;no;single;tertiary;no;no;cellular;1;no
43;services;5571;no;divorced;secondary;no;no;unknown;1;no
NA;technician;103;NA;married;secondary;no;yes;unknown;6;no
54;technician;2133;no;divorced;tertiary;no;no;cellular;1;no
38;services;8876;no;married;secondary;no;no;cellular;1;no
41;housemaid;22;no;divorced;primary;no;yes;cellular;3;no
35;admin.;3854;NA;married;secondary;no;yes;cellular;1;no
33;management;32;no;married;tertiary;no;no;cellular;7;no
51;technician;337;no;married;secondary;no;yes;cellular;4;no
29;blue-collar;228;no;single;secondary;no;no;cellular;1;no
34;blue-collar;1125;yes;divorced;secondary;no;yes;cellular;2;no
51;management;1612;no;married;tertiary;no;yes;cellular;2;no
58;NA;1310;yes;married;primary;no;yes;cellular;2;no
50;services;-210;yes;divorced;secondary;yes;no;cellular;7;no
38;housemaid;0;no;married;secondary;no;yes;cellular;1;no
57;entrepreneur;975;yes;married;unknown;no;yes;cellular;4;no
49;services;306;no;married;tertiary;no;yes;cellular;7;no
42;blue-collar;170;no;married;primary;no;yes;unknown;41;no
NA;technician;154;no;single;tertiary;no;no;cellular;2;no
34;self-employed;1972;no;married;tertiary;no;yes;cellular;2;no
36;admin.;994;no;single;tertiary;no;no;cellular;2;no
60;retired;380;no;divorced;tertiary;no;no;cellular;1;no
37;services;54;no;single;secondary;no;yes;cellular;1;no
36;management;1027;no;single;tertiary;no;yes;cellular;1;no
56;unemployed;1770;no;divorced;primary;no;no;cellular;3;no
34;management;13;no;married;tertiary;no;yes;cellular;3;no
33;unemployed;438;yes;married;secondary;no;yes;unknown;1;no
29;blue-collar;162;no;married;secondary;no;yes;cellular;3;no
43;management;-183;no;married;tertiary;no;no;cellular;1;no
NA;management;698;no;single;unknown;no;no;cellular;1;no
33;technician;3499;no;single;secondary;no;yes;cellular;3;no
41;technician;32;no;single;secondary;no;yes;cellular;1;no
36;unemployed;0;no;divorced;primary;no;no;telephone;3;no
31;management;0;no;single;tertiary;no;no;cellular;5;no
34;blue-collar;2994;no;married;secondary;no;yes;cellular;1;no
47;services;1717;no;married;secondary;no;no;cellular;9;no
41;admin.;224;no;single;secondary;no;yes;cellular;8;no
39;technician;1048;yes;single;secondary;no;yes;cellular;2;no
45;self-employed;396;no;married;secondary;no;no;cellular;1;no
39;services;0;no;married;secondary;no;yes;cellular;1;no
30;self-employed;5223;no;single;secondary;no;no;cellular;2;no
32;admin.;1611;NA;divorced;secondary;no;yes;unknown;1;no
66;retired;780;no;married;secondary;no;no;cellular;4;no
NA;blue-collar;399;no;married;primary;no;yes;cellular;2;no
30;services;1649;no;single;secondary;no;yes;unknown;1;no
42;services;974;no;single;unknown;no;no;cellular;2;no
44;management;22;NA;married;tertiary;no;yes;cellular;2;no
38;services;507;no;married;secondary;no;yes;cellular;1;no
31;technician;NA;no;divorced;secondary;no;yes;unknown;2;no
NA;technician;-259;no;married;secondary;no;yes;unknown;2;no
42;blue-collar;414;no;married;secondary;no;yes;cellular;3;no
34;admin.;67;no;divorced;secondary;no;yes;unknown;1;no
31;blue-collar;328;no;single;tertiary;no;yes;cellular;1;no
30;NA;4;no;married;secondary;no;yes;cellular;5;no
31;management;471;no;single;tertiary;no;no;cellular;2;no
47;blue-collar;3038;no;married;primary;no;yes;cellular;2;no
52;blue-collar;NA;no;married;secondary;no;no;unknown;3;no
31;blue-collar;-848;no;married;primary;no;yes;unknown;3;no
51;NA;2662;no;married;secondary;no;no;telephone;2;no
48;services;2597;no;married;secondary;no;yes;cellular;2;no
47;blue-collar;550;no;married;primary;no;yes;unknown;1;no
55;retired;357;no;married;tertiary;no;yes;cellular;1;no
58;entrepreneur;1153;yes;married;primary;no;yes;telephone;6;no
74;retired;4912;no;married;tertiary;no;no;telephone;3;no
30;technician;194;yes;single;secondary;no;no;cellular;3;no
40;management;0;no;married;tertiary;yes;no;cellular;5;no
50;blue-collar;565;yes;married;primary;no;yes;cellular;3;no
36;management;649;no;divorced;tertiary;no;no;cellular;2;no
26;admin.;-45;no;divorced;secondary;no;yes;unknown;2;no
30;admin.;1310;no;married;secondary;no;no;telephone;1;no
34;blue-collar;NA;no;married;secondary;no;yes;unknown;1;no
53;unemployed;4;no;single;secondary;no;no;cellular;3;no
42;blue-collar;1297;no;married;secondary;no;yes;cellular;2;no
33;management;1808;no;married;tertiary;no;yes;unknown;4;no
35;unemployed;2080;NA;married;secondary;no;yes;telephone;3;no
33;services;5034;no;married;secondary;no;yes;unknown;3;no
41;admin.;322;no;divorced;secondary;no;yes;unknown;4;no
40;blue-collar;679;no;married;secondary;no;yes;cellular;2;no
32;management;1742;no;single;tertiary;no;no;unknown;2;no
54;management;154;no;married;tertiary;no;no;unknown;3;no
31;unemployed;140;no;single;tertiary;no;yes;telephone;2;no
35;services;377;yes;married;secondary;no;no;cellular;13;no
47;services;3644;no;single;secondary;no;no;unknown;2;no
NA;blue-collar;-50;no;married;primary;yes;yes;cellular;6;no
50;management;453;yes;married;tertiary;no;no;unknown;1;no
33;blue-collar;45;no;single;secondary;no;no;unknown;12;no
40;blue-collar;46;no;married;primary;no;yes;unknown;1;no
60;retired;2060;no;married;secondary;no;no;cellular;4;no
68;retired;1316;no;married;secondary;no;no;telephone;5;no
54;blue-collar;-361;no;married;unknown;no;yes;unknown;1;no
30;management;349;no;single;tertiary;no;no;cellular;3;no
42;blue-collar;-68;yes;single;primary;no;yes;unknown;1;no
57;retired;-157;no;married;unknown;no;no;cellular;9;no
28;management;320;no;single;tertiary;no;yes;cellular;1;no
NA;management;86;no;married;tertiary;no;no;telephone;1;no
42;blue-collar;681;no;married;secondary;no;yes;cellular;1;no
49;housemaid;0;no;married;primary;no;yes;cellular;3;no
41;management;4567;yes;divorced;tertiary;no;yes;cellular;1;no
31;technician;40;no;single;secondary;no;no;cellular;2;no
33;blue-collar;706;no;single;secondary;no;yes;cellular;1;no
55;admin.;420;no;married;secondary;no;yes;unknown;3;no
34;technician;0;no;single;tertiary;no;yes;cellular;2;no
38;entrepreneur;65;no;married;secondary;no;no;cellular;1;no
46;blue-collar;-27;no;married;secondary;no;yes;cellular;1;no
49;services;114;no;single;primary;no;yes;unknown;2;no
44;technician;678;no;single;tertiary;no;no;cellular;1;no
57;technician;3105;no;divorced;secondary;no;yes;unknown;11;no
44;housemaid;281;no;married;secondary;no;yes;unknown;1;no
42;self-employed;1932;no;married;tertiary;no;yes;unknown;32;no
37;management;481;no;divorced;tertiary;no;yes;cellular;6;no
42;blue-collar;156;no;single;primary;no;yes;telephone;4;no
33;blue-collar;0;yes;married;secondary;no;yes;cellular;43;no
31;blue-collar;557;yes;married;secondary;no;yes;unknown;1;no
34;admin.;1467;NA;married;secondary;no;yes;cellular;1;no
26;blue-collar;428;yes;single;secondary;no;no;cellular;1;no
42;technician;994;no;married;secondary;no;yes;cellular;5;no
41;technician;769;yes;single;secondary;no;no;cellular;4;no
35;technician;108;no;married;tertiary;no;yes;cellular;3;no
26;student;19;no;single;unknown;no;no;telephone;1;no
42;management;199;no;married;tertiary;no;yes;cellular;1;no
36;blue-collar;448;no;married;primary;no;yes;unknown;1;no
60;admin.;473;no;single;secondary;no;no;cellular;2;no
51;entrepreneur;726;yes;married;primary;no;yes;cellular;2;no
32;management;0;no;single;tertiary;no;no;cellular;2;no
46;blue-collar;536;no;married;secondary;no;yes;unknown;2;no
31;blue-collar;2194;no;single;secondary;no;no;cellular;2;no
NA;NA;1406;no;divorced;secondary;no;yes;cellular;1;no
45;technician;44;no;married;secondary;no;yes;unknown;4;no
NA;management;-6;yes;divorced;tertiary;no;no;cellular;6;no
NA;technician;1631;no;divorced;secondary;no;yes;cellular;2;no
28;blue-collar;4054;no;single;secondary;no;yes;cellular;2;no
41;technician;75;no;divorced;secondary;no;no;cellular;2;no
36;student;172;no;single;unknown;no;no;unknown;1;no
41;blue-collar;356;no;married;secondary;no;yes;cellular;5;no
40;blue-collar;1508;no;married;secondary;no;no;cellular;2;no
NA;NA;49;yes;divorced;secondary;no;no;cellular;1;no
58;NA;544;no;married;secondary;no;no;unknown;1;no
NA;management;-383;no;married;tertiary;no;yes;unknown;1;no
30;technician;606;no;married;tertiary;no;yes;cellular;1;no
43;management;-410;yes;divorced;tertiary;no;no;cellular;1;no
33;technician;469;no;single;tertiary;no;no;cellular;9;no
30;management;2;no;single;tertiary;no;no;cellular;1;no
37;services;241;no;divorced;secondary;no;yes;cellular;1;no
40;technician;0;no;divorced;secondary;no;no;cellular;3;no
39;services;322;no;single;secondary;no;yes;cellular;1;no
NA;management;2193;yes;divorced;tertiary;no;yes;unknown;3;no
26;entrepreneur;144;yes;married;tertiary;yes;no;cellular;1;no
35;services;0;no;married;secondary;no;yes;cellular;1;no
59;management;NA;yes;married;unknown;no;yes;cellular;1;no
31;entrepreneur;10;yes;married;secondary;no;yes;cellular;3;no
36;management;1841;NA;single;tertiary;no;yes;cellular;4;no
26;technician;84;no;single;secondary;no;yes;cellular;3;no
36;housemaid;622;no;married;primary;no;no;unknown;5;no
59;technician;309;yes;married;primary;no;no;cellular;5;no
42;services;154;no;married;secondary;no;yes;telephone;5;no
35;blue-collar;1949;no;married;secondary;no;yes;unknown;3;no
59;blue-collar;2605;no;married;secondary;no;no;cellular;2;no
44;technician;5163;no;married;secondary;no;no;cellular;2;no
34;management;557;no;married;tertiary;no;yes;cellular;1;no
36;technician;119;NA;divorced;tertiary;no;no;cellular;8;no
43;management;NA;no;married;tertiary;no;yes;cellular;2;no
45;unknown;356;no;married;unknown;no;no;cellular;2;no
29;technician;1395;no;single;secondary;no;yes;unknown;1;no
29;services;20;no;single;secondary;no;yes;unknown;1;no
40;NA;84;no;married;tertiary;no;no;cellular;8;no
31;blue-collar;609;no;single;secondary;no;yes;cellular;1;no
29;technician;1856;yes;single;secondary;no;yes;cellular;1;no
37;services;608;no;single;secondary;no;no;cellular;3;no
35;admin.;0;yes;single;secondary;no;no;cellular;1;no
35;entrepreneur;1859;no;married;tertiary;no;yes;cellular;2;no
39;services;282;no;divorced;secondary;no;yes;cellular;1;no
28;student;154;no;single;secondary;no;yes;unknown;9;no
31;services;222;no;single;secondary;no;yes;cellular;2;no
34;housemaid;897;no;married;tertiary;no;no;cellular;4;no
31;entrepreneur;131;no;single;secondary;no;yes;cellular;1;no
51;blue-collar;0;no;married;primary;no;no;unknown;1;no
53;management;37;no;married;tertiary;no;no;cellular;9;no
NA;admin.;1704;no;single;secondary;no;yes;unknown;2;no
42;technician;314;no;married;secondary;no;no;cellular;22;no
33;technician;399;no;married;secondary;no;yes;cellular;1;no
29;self-employed;300;no;single;tertiary;no;no;cellular;1;no
25;services;382;no;single;secondary;no;yes;unknown;1;no
42;services;1301;no;married;secondary;no;yes;cellular;6;no
46;unemployed;0;no;divorced;secondary;no;no;cellular;3;no
52;technician;930;no;married;secondary;no;yes;unknown;16;no
60;management;21;yes;divorced;primary;no;no;telephone;3;no
NA;NA;111;yes;single;secondary;no;no;cellular;1;no
55;technician;1199;yes;single;secondary;no;no;telephone;10;no
37;unemployed;1085;no;divorced;tertiary;no;no;cellular;4;no
49;blue-collar;230;yes;married;primary;no;no;unknown;1;no
42;entrepreneur;558;no;married;primary;no;yes;cellular;2;no
32;technician;127;no;single;tertiary;no;yes;cellular;17;no
43;technician;4844;no;married;primary;no;yes;cellular;1;no
26;student;826;no;single;unknown;no;no;cellular;1;no
41;technician;30;no;single;secondary;no;no;unknown;1;no
30;management;2708;no;single;tertiary;no;no;cellular;1;no
NA;services;108;yes;married;secondary;no;yes;cellular;2;no
34;blue-collar;577;no;married;secondary;no;no;unknown;1;no
20;student;2764;no;single;tertiary;no;yes;unknown;2;no
45;unknown;NA;no;married;unknown;no;no;cellular;1;no
58;retired;-324;no;married;secondary;no;yes;cellular;2;no
51;management;4;no;married;tertiary;no;yes;cellular;2;no
55;management;559;no;married;unknown;no;no;cellular;2;no
31;technician;271;no;single;secondary;no;yes;cellular;1;no
42;housemaid;NA;no;single;primary;no;yes;unknown;2;no
48;blue-collar;816;no;married;primary;no;yes;cellular;7;no
62;retired;3;no;married;secondary;no;no;cellular;1;no
40;admin.;274;yes;divorced;secondary;no;yes;cellular;4;no
37;management;11265;no;married;tertiary;no;no;unknown;1;no
39;housemaid;70;no;divorced;secondary;no;no;cellular;2;no
34;blue-collar;405;no;married;secondary;no;yes;unknown;1;no
52;technician;22755;no;married;secondary;no;yes;unknown;2;no
35;admin.;557;no;married;secondary;no;yes;cellular;4;no
56;admin.;1554;yes;married;secondary;no;yes;cellular;6;no
37;blue-collar;89;yes;married;primary;no;no;telephone;4;no
35;blue-collar;444;no;married;secondary;no;yes;cellular;3;no
31;student;4951;no;single;tertiary;no;no;cellular;3;no
42;admin.;30;no;single;secondary;no;yes;cellular;1;no
27;services;1;no;married;secondary;no;no;cellular;3;no
