DEFAULT;GENDER;AGE;CITIZEN;PART;INCOME;BALANCE
No;Male;39;IT;No;47,954.7;536.5
No;Male;32;IT;Yes;16,150.2;861.9
No;Male;39;IT;No;40,703.6;905.4
No;Female;37;SP;No;27,201.6;1,058.9
Yes;Male;34;GR;Yes;14,935.5;2,502.8
No;Female;48;FR;No;33,856.1;1,441.2
No;Female;35;FR;No;26,356.4;955.2
No;Female;38;GE;No;29,940.8;1,056.1
No;Male;45;IT;Yes;12,592.4;412.3
Yes;Male;28;UK;Yes;17,762.3;1,926.6
No;Female;34;GE;Yes;22,939.1;495.7
No;Male;40;GR;No;36,955.2;702.4
No;Male;39;FR;No;27,135.7;1,386.8
No;Female;52;IT;No;18,836.5;647.0
No;Male;41;DE;Yes;20,121.4;973.3
No;Female;37;UK;No;45,363.1;399.7
No;Female;40;GR;No;37,931.4;815.3
No;Female;45;IT;No;47,799.7;1,270.1
No;Male;44;FR;No;24,781.3;504.4
No;Male;35;GE;Yes;18,756.5;1,038.6
Yes;Male;32;UK;No;36,535.1;1,321.2
No;Male;41;SP;Yes;16,273.5;600.7
No;Male;44;IT;No;25,183.8;1,185.3
No;Female;35;PO;Yes;16,988.5;973.2
No;Male;49;DE;No;34,161.2;793.6
No;Female;42;GE;No;44,635.3;387.3
No;Female;44;IT;No;56,265.4;733.4
No;Male;43;UK;No;40,239.6;613.8
No;Male;41;GE;Yes;23,977.2;7.7
No;Female;43;SP;No;33,285.6;5.0
No;Male;40;GE;No;35,781.3;1,060.8
No;Female;39;HO;Yes;22,422.8;969.4
No;Male;39;FR;No;37,480.4;1,177.0
No;Male;37;UK;No;36,511.0;1,581.1
No;Female;44;FR;No;49,301.3;317.6
No;Male;35;DE;No;29,909.8;511.1
No;Male;43;SP;No;46,537.6;5.1
No;Male;41;UK;Yes;20,629.6;716.8
No;Female;43;SP;No;21,804.6;1,086.3
No;Male;39;PO;No;38,971.8;205.1
No;Male;35;FR;No;56,002.6;462.1
Yes;Male;35;FR;No;33,443.5;1,855.6
No;Male;40;IT;Yes;18,124.6;1,850.1
No;Male;35;GE;No;26,661.6;589.2
No;Male;39;IT;No;52,230.1;207.2
No;Male;50;GE;No;37,885.3;229.0
No;Male;36;IT;Yes;18,148.6;5.0
No;Male;42;GE;No;64,323.3;1,060.5
No;Female;34;UK;No;45,521.3;752.2
No;Female;37;FR;No;37,664.9;514.1
No;Male;35;GE;No;44,811.0;413.2
No;Male;47;IT;No;36,967.7;5.0
No;Male;41;UK;No;25,486.8;325.4
No;Male;37;GE;Yes;13,365.6;283.5
No;Female;49;SP;No;30,326.4;1,454.9
No;Male;38;UK;Yes;12,679.3;598.4
No;Female;44;FR;No;50,707.8;1,125.1
No;Female;32;GE;No;36,787.3;425.2
Yes;Male;31;SP;No;23,087.3;1,805.5
Yes;Female;30;UK;Yes;22,241.9;1,986.4
No;Male;36;DE;No;34,301.1;1,005.6
No;Female;39;UK;Yes;11,566.4;1,593.3
No;Male;36;UK;No;37,947.3;1,154.2
No;Male;42;PO;No;38,382.8;782.3
No;Male;38;GE;No;27,372.9;5.2
No;Male;43;GE;No;39,616.7;1,057.9
No;Male;35;GE;Yes;24,930.3;470.7
No;Male;40;FR;No;42,340.3;390.1
No;Male;36;SP;No;42,267.5;1,612.7
No;Male;38;IT;No;39,325.6;1,224.1
No;Female;36;SP;No;42,672.0;842.9
No;Male;41;GE;No;25,189.7;1,216.8
Yes;Male;35;FR;No;51,515.1;1,456.4
No;Male;44;PO;Yes;21,361.7;1,521.1
No;Male;41;GE;Yes;22,155.7;806.0
No;Female;37;HO;Yes;23,005.8;903.0
No;Male;31;DE;Yes;16,121.5;336.2
No;Male;39;UK;No;32,054.6;302.2
No;Male;42;UK;No;40,381.7;942.8
Yes;Male;33;FR;No;44,911.8;1,066.5
Yes;Female;35;SP;Yes;13,020.1;1,531.5
No;Male;45;HO;No;53,814.4;827.4
No;Male;35;UK;Yes;27,515.3;478.3
No;Male;40;FR;Yes;15,108.5;2,148.9
No;Male;34;GE;No;47,201.0;1,264.6
No;Female;43;SP;No;63,031.1;899.8
No;Female;38;GE;Yes;17,540.3;516.7
No;Male;39;UK;Yes;2,986.6;696.1
No;Male;38;GE;No;49,255.1;685.6
No;Female;40;SP;No;28,247.5;1,007.5
No;Male;35;IT;No;40,497.2;1,611.0
No;Female;36;GE;No;43,036.3;1,002.1
No;Male;39;UK;No;52,037.0;636.2
No;Male;41;SP;No;35,585.7;20.0
No;Male;39;GR;No;38,898.0;498.5
Yes;Male;46;FR;Yes;12,583.6;1,233.8
No;Male;34;GE;No;36,257.6;1,032.2
Yes;Male;29;GE;Yes;20,785.1;2,182.7
Yes;Male;35;IT;No;27,685.8;1,426.4
No;Male;35;UK;Yes;20,215.3;719.9
No;Female;38;FR;No;28,212.3;439.5
No;Male;42;UK;No;51,105.3;713.2
No;Female;46;SP;No;50,557.3;328.3
No;Male;40;FR;No;30,207.3;1,372.3
No;Male;42;HO;No;33,043.1;1,614.8
No;Female;43;DE;No;31,804.2;1,963.6
No;Male;40;FR;No;38,899.6;498.4
Yes;Male;35;UK;No;30,213.3;1,848.4
No;Male;36;SP;No;28,257.8;237.6
No;Male;40;IT;No;42,703.3;245.6
No;Female;38;FR;Yes;12,110.4;974.1
No;Male;37;FR;No;45,776.7;124.8
No;Male;39;UK;No;50,253.9;139.7
No;Female;38;FR;No;44,771.6;1,476.4
No;Male;43;HO;No;44,620.9;905.2
No;Female;35;GE;No;31,308.3;245.1
No;Male;38;UK;No;40,982.8;923.8
No;Female;42;FR;No;47,343.9;110.7
No;Male;39;FR;No;35,284.1;1,536.4
No;Male;41;SP;No;32,123.7;863.7
No;Male;38;FR;No;38,369.5;890.9
No;Female;35;GE;No;40,885.7;1,223.2
No;Male;37;UK;No;29,260.4;5.0
No;Male;34;GE;Yes;16,833.4;1,099.0
No;Female;38;FR;Yes;20,986.5;932.8
No;Male;37;UK;No;39,919.4;5.0
No;Female;36;FR;Yes;17,704.8;487.0
No;Male;40;SP;No;44,187.4;884.6
No;Female;35;UK;No;26,163.5;538.9
No;Male;37;FR;No;34,527.5;1,184.2
No;Female;49;SP;Yes;16,307.0;1,628.8
No;Male;46;GR;No;35,533.3;1,438.7
No;Male;51;UK;Yes;15,824.3;1,396.5
No;Male;43;UK;Yes;11,682.9;1,260.4
No;Male;37;GE;No;26,707.8;1,467.8
No;Male;35;UK;Yes;16,372.8;608.0
No;Male;38;GE;No;39,241.4;283.9
No;Male;38;GE;Yes;17,819.8;1,113.9
No;Male;40;SP;No;27,798.2;271.4
No;Female;45;FR;No;42,877.7;5.5
No;Male;43;FR;No;45,378.1;399.3
No;Male;44;SP;No;44,885.5;339.7
No;Male;41;GE;No;51,674.3;497.4
No;Female;38;GE;Yes;21,211.3;1,288.7
No;Male;37;FR;Yes;17,055.3;1,087.3
Yes;Male;35;GE;No;41,436.1;1,377.7
No;Female;43;UK;No;38,467.3;1,207.7
Yes;Male;33;GR;No;48,321.2;1,788.7
No;Female;35;UK;No;45,131.6;1,257.2
No;Female;39;DE;Yes;24,496.1;155.8
Yes;Male;46;SP;No;26,430.5;1,552.5
No;Male;38;DE;No;39,911.6;793.1
No;Male;49;GE;No;43,093.1;146.6
No;Male;42;PO;Yes;19,941.0;590.8
No;Male;39;GE;No;29,900.6;1,816.0
No;Male;41;SP;No;36,555.3;205.2
No;Female;42;GE;No;25,716.4;664.8
No;Female;46;GR;Yes;13,425.7;1,005.4
No;Male;39;UK;No;49,397.0;152.7
No;Male;43;GE;No;39,813.4;876.0
No;Female;39;FR;Yes;13,202.0;1,183.4
No;Male;37;IT;No;35,127.9;1,182.1
No;Male;43;DE;Yes;22,040.2;947.9
No;Male;37;UK;No;39,308.6;530.6
No;Male;36;GE;Yes;18,135.5;1,849.3
No;Female;34;FR;No;62,058.5;1,321.1
No;Male;40;IT;Yes;18,025.7;1,594.1
No;Male;35;UK;No;40,879.5;185.2
No;Male;45;IT;No;33,453.8;1,430.1
No;Male;39;DE;Yes;21,730.5;531.6
No;Male;53;IT;Yes;17,814.0;526.9
No;Male;47;GE;No;43,823.8;680.0
No;Female;43;FR;No;18,221.2;1,573.4
No;Female;39;IT;Yes;18,180.0;1,491.2
Yes;Male;33;IT;Yes;13,383.4;1,937.1
No;Male;44;UK;No;37,523.4;548.2
No;Female;37;UK;No;51,353.8;260.8
No;Male;37;GE;No;46,724.0;1,188.0
No;Male;38;UK;No;44,702.2;314.0
No;Male;36;FR;No;48,740.3;1,230.1
No;Male;38;HO;Yes;19,586.7;845.1
No;Male;52;GE;No;49,477.7;677.9
No;Male;39;PO;No;52,055.2;1,352.4
No;Male;42;GE;No;32,706.4;1,545.4
No;Male;37;PO;No;33,672.9;390.6
No;Female;46;IT;Yes;12,849.7;1,209.5
No;Male;50;GE;Yes;17,134.9;913.6
No;Male;39;GR;No;21,160.0;747.3
No;Female;45;SP;No;26,318.6;1,068.9
Yes;Male;29;GR;No;18,585.1;1,711.6
No;Male;36;UK;No;27,211.7;774.4
Yes;Male;28;SP;No;37,349.3;2,064.3
No;Male;37;DE;No;36,843.1;5.0
No;Male;47;GE;No;52,227.6;842.7
No;Female;39;SP;No;47,026.6;1,072.2
No;Male;40;FR;Yes;21,657.5;1,316.5
No;Male;38;DE;Yes;20,059.8;1,456.3
No;Male;41;DE;No;29,746.1;869.8
No;Male;39;FR;Yes;23,261.8;1,392.5
No;Male;37;FR;Yes;10,422.1;788.3
No;Female;35;SP;No;49,697.7;188.5
No;Male;45;GE;No;29,992.1;680.9
No;Male;39;SP;Yes;6,380.9;469.1
No;Male;44;GE;No;45,604.6;974.7
No;Male;38;GR;No;52,834.3;1,005.1
No;Female;36;DE;Yes;13,718.5;375.1
No;Male;47;IT;Yes;9,877.1;513.2
No;Male;36;UK;No;47,138.6;1,087.3
No;Male;40;GE;No;34,176.0;813.0
No;Male;47;GE;No;31,218.7;989.7
No;Female;35;GE;No;43,546.9;892.0
No;Female;41;SP;Yes;11,033.8;536.1
Yes;Male;33;GE;No;31,328.2;1,804.2
No;Male;44;UK;No;31,726.0;216.1
No;Male;40;GE;No;43,381.2;573.4
No;Male;35;FR;No;38,829.7;531.7
No;Male;48;GE;No;36,267.2;1,003.9
No;Male;37;UK;No;29,910.7;457.3
No;Male;37;GE;No;36,601.1;813.8
Yes;Male;37;FR;No;53,519.4;1,824.5
No;Male;36;SP;No;39,038.4;564.6
No;Female;41;SP;No;50,211.1;930.9
No;Male;36;UK;No;38,700.9;611.6
No;Female;41;FR;No;48,652.4;5.2
No;Female;36;GR;No;53,318.3;735.8
Yes;Male;36;IT;No;38,201.0;1,657.8
Yes;Male;34;SP;No;46,237.2;1,763.7
No;Male;53;UK;Yes;22,479.7;928.4
No;Male;44;GR;No;33,732.1;198.4
No;Male;39;SP;No;49,799.5;6.5
No;Female;44;SP;No;19,158.3;1,443.9
No;Male;37;GR;No;29,152.0;1,523.8
No;Male;47;SP;Yes;16,954.0;1,263.0
No;Male;34;DE;No;54,804.5;1,072.2
No;Male;53;UK;No;44,275.0;835.6
No;Male;40;UK;No;51,621.8;766.5
No;Female;32;PO;No;32,192.4;1,308.0
No;Male;42;GE;No;47,211.0;6.9
No;Male;31;FR;Yes;22,423.1;755.8
No;Male;43;FR;Yes;15,445.2;427.6
No;Male;43;IT;Yes;15,302.2;825.1
No;Male;51;UK;Yes;14,685.4;799.7
No;Male;40;FR;No;43,608.3;1,309.8
No;Male;45;GE;Yes;20,153.4;5.2
No;Male;42;DE;Yes;13,372.8;502.6
No;Female;39;GE;No;43,689.3;1,407.9
No;Female;41;FR;No;35,879.5;1,491.5
No;Male;39;IT;No;55,239.0;1,215.8
No;Female;38;GR;No;43,323.7;1,296.2
No;Male;35;GE;No;19,143.0;1,447.8
No;Male;48;UK;Yes;23,307.4;644.2
No;Female;38;GE;No;42,837.3;861.9
Yes;Male;37;GE;Yes;12,141.3;2,117.2
No;Male;39;UK;No;34,231.0;656.0
No;Male;34;FR;No;44,501.8;520.1
No;Male;43;GE;Yes;19,898.1;1,193.4
No;Female;38;GE;No;39,322.5;5.0
No;Female;38;FR;No;42,323.5;1,237.0
Yes;Male;36;GE;Yes;19,542.0;2,126.0
No;Male;38;UK;No;44,326.7;766.7
No;Male;31;SP;Yes;19,059.6;913.3
No;Male;38;FR;No;33,628.5;1,142.5
No;Male;35;GE;No;44,075.1;788.7
No;Female;41;UK;Yes;15,419.0;627.0
No;Male;39;GE;No;48,117.8;344.4
No;Female;44;IT;No;37,461.6;1,019.3
No;Male;33;UK;No;31,991.4;1,430.3
No;Male;36;FR;No;44,079.9;359.8
No;Male;37;UK;No;44,678.8;490.9
No;Male;36;UK;Yes;26,524.6;732.2
No;Male;38;GE;No;29,477.6;281.6
No;Male;39;FR;No;32,510.8;1,541.1
No;Male;39;GE;No;60,838.4;284.3
No;Male;38;UK;Yes;19,309.2;1,723.2
Yes;Male;34;DE;No;36,572.5;1,620.8
No;Male;37;GE;Yes;20,179.8;517.7
No;Male;48;IT;No;31,100.6;740.6
No;Female;43;GE;No;28,691.8;1,324.6
No;Male;34;UK;No;37,123.9;5.0
No;Female;39;GE;No;45,393.4;684.7
No;Male;46;HO;Yes;15,555.6;1,313.1
Yes;Male;41;FR;Yes;18,096.3;1,554.2
No;Male;38;GE;Yes;14,331.7;377.7
No;Female;41;UK;Yes;21,413.7;535.4
No;Female;39;GE;No;34,290.0;584.6
No;Male;48;GE;No;36,590.1;603.5
No;Female;40;UK;No;31,335.0;312.8
No;Male;43;DE;Yes;18,474.6;562.8
No;Female;38;IT;Yes;16,484.7;632.3
No;Male;38;GE;Yes;22,941.2;494.2
No;Male;43;GE;Yes;17,979.6;1,158.3
No;Female;41;IT;No;33,152.0;463.4
No;Female;48;GR;No;33,977.7;841.3
No;Male;43;GE;No;61,949.3;926.7
No;Male;43;UK;No;49,204.4;663.9
No;Female;45;GE;Yes;18,275.6;1,220.0
No;Female;37;SP;Yes;11,844.5;1,351.4
Yes;Male;40;UK;No;42,582.2;1,098.6
No;Male;34;DE;No;56,159.3;1,130.6
No;Male;37;GE;No;38,354.6;890.3
No;Female;37;SP;Yes;16,884.4;520.7
No;Male;43;UK;No;37,252.6;826.0
No;Male;37;GE;No;35,576.6;1,368.3
Yes;Male;31;GE;No;21,756.2;1,706.6
No;Male;38;FR;No;44,232.8;194.9
No;Male;36;GE;Yes;20,771.6;1,424.4
No;Male;51;IT;No;49,211.0;666.6
No;Female;47;GE;No;46,573.7;1,049.2
No;Male;40;FR;No;30,273.9;279.7
No;Female;53;GE;No;34,318.1;1,219.2
No;Female;35;GR;Yes;10,833.3;1,197.2
No;Male;46;FR;Yes;9,038.0;725.5
No;Male;39;IT;No;34,786.3;422.8
Yes;Male;34;GE;No;38,397.2;1,753.3
No;Male;34;HO;No;26,125.8;609.0
No;Female;34;GE;No;48,607.3;1,697.5
Yes;Male;28;SP;No;26,341.5;1,258.3
No;Male;37;DE;No;20,135.6;168.5
No;Male;36;GE;No;33,789.6;926.5
No;Male;40;FR;Yes;16,517.1;598.4
No;Male;39;GE;Yes;12,540.8;947.3
No;Female;43;HO;No;54,067.0;1,820.1
No;Male;37;GE;Yes;21,518.0;1,436.2
No;Male;42;UK;No;10,783.4;743.3
No;Male;39;UK;No;35,290.3;978.1
No;Female;39;GE;Yes;22,810.1;964.4
No;Male;43;FR;No;33,083.3;961.9
No;Male;38;IT;Yes;16,809.7;1,269.4
No;Male;33;HO;No;50,221.2;604.5
No;Male;41;UK;No;29,561.9;46.7
Yes;Male;36;DE;No;31,623.4;1,816.5
Yes;Male;29;GE;Yes;13,623.2;1,288.6
No;Male;42;FR;No;30,943.4;989.3
No;Female;37;IT;No;58,846.8;778.2
No;Female;39;FR;Yes;25,314.0;1,098.6
No;Male;43;UK;No;23,544.7;1,106.8
No;Female;36;UK;No;31,079.8;1,509.1
No;Male;44;FR;No;56,545.5;1,004.5
No;Male;37;UK;No;28,303.7;947.8
No;Male;35;FR;No;24,003.5;1,177.6
No;Male;45;FR;No;53,472.5;410.8
No;Female;34;UK;No;34,066.6;1,464.9
No;Male;45;FR;No;32,762.7;1,124.8
No;Male;39;GE;Yes;17,658.5;350.2
No;Male;41;UK;No;44,614.0;1,433.9
No;Male;38;FR;No;40,872.5;1,023.0
No;Female;37;FR;No;40,351.4;1,114.3
Yes;Male;30;SP;No;22,271.3;1,489.4
No;Female;45;FR;Yes;17,714.0;1,625.1
No;Male;43;FR;Yes;19,550.4;717.3
No;Male;35;GE;No;47,760.0;918.2
Yes;Female;37;GE;No;18,815.1;1,434.5
No;Male;44;SP;No;48,204.7;790.4
Yes;Male;33;FR;No;42,158.2;1,530.5
No;Male;41;IT;No;52,682.2;1,166.8
No;Male;36;GE;No;39,303.3;440.3
Yes;Male;29;FR;No;30,850.0;2,062.9
No;Male;46;FR;Yes;18,955.2;1,032.5
No;Male;33;FR;Yes;14,744.1;1,670.6
Yes;Male;28;FR;No;34,428.1;1,891.5
No;Female;44;UK;No;32,872.2;271.9
No;Male;45;DE;Yes;11,565.2;5.6
No;Male;44;GE;No;49,099.6;1,372.5
No;Male;40;PO;Yes;15,217.8;1,154.4
No;Female;43;FR;No;36,547.7;694.2
No;Male;40;UK;Yes;11,084.6;834.7
No;Male;51;FR;Yes;10,521.1;1,239.2
No;Male;45;UK;Yes;12,804.5;961.8
No;Male;43;UK;Yes;20,429.3;1,275.9
No;Male;35;SP;No;23,490.0;1,161.3
No;Male;44;GE;No;23,171.5;834.1
No;Male;39;GE;Yes;16,728.5;1,354.8
No;Female;39;GR;No;37,840.9;463.5
No;Female;36;UK;No;43,850.3;788.5
No;Male;37;GE;No;54,788.9;1,072.4
No;Male;41;GE;Yes;24,935.4;1,288.9
No;Male;39;GE;Yes;18,141.8;1,520.9
No;Male;40;GR;No;41,198.0;5.0
No;Male;43;GE;No;49,009.4;739.0
No;Male;34;UK;No;37,073.6;961.9
No;Male;39;UK;Yes;14,083.4;791.6
No;Female;39;UK;No;43,039.3;6.5
Yes;Female;30;GE;No;38,541.4;2,413.0
No;Female;35;GE;No;39,719.1;830.7
No;Male;42;GE;Yes;18,282.5;618.4
Yes;Male;36;FR;Yes;10,598.8;1,706.7
No;Male;36;UK;Yes;18,947.7;1,177.9
No;Male;47;GE;No;57,884.3;5.0
No;Female;36;GE;No;34,867.0;1,206.3
No;Female;43;GR;Yes;20,421.2;1,851.6
No;Male;39;IT;No;36,881.1;1,291.3
No;Male;36;GR;No;43,731.1;526.8
Yes;Male;31;UK;Yes;18,158.5;1,806.6
Yes;Male;36;UK;Yes;24,726.0;1,868.1
No;Female;34;SP;No;50,389.0;1,185.9
No;Male;48;UK;No;45,641.1;5.0
No;Male;39;UK;Yes;13,175.0;271.8
No;Male;46;GE;Yes;13,128.1;1,105.2
No;Female;36;FR;No;38,284.0;407.7
No;Male;37;UK;No;38,201.4;5.0
No;Male;33;UK;No;55,618.1;88.3
No;Male;37;FR;No;51,925.0;961.3
No;Female;41;PO;No;37,601.8;59.9
No;Male;40;IT;No;40,066.5;112.2
No;Male;40;GE;Yes;18,885.7;1,083.5
Yes;Female;31;GE;No;31,505.7;1,649.8
No;Male;41;HO;No;43,137.2;1,529.2
No;Male;40;GE;Yes;19,899.6;12.7
No;Female;39;IT;Yes;20,230.2;1,827.8
No;Female;60;IT;No;37,523.7;544.9
No;Female;34;GR;No;23,648.8;1,278.6
No;Female;43;SP;No;45,146.5;1,213.1
No;Male;47;GR;Yes;15,066.4;1,453.9
No;Female;33;HO;No;31,775.0;871.4
No;Female;37;FR;No;36,862.6;179.8
No;Male;47;GE;No;45,252.8;893.0
No;Female;42;UK;Yes;20,216.8;5.4
No;Male;46;GR;No;42,183.5;1,352.1
No;Male;39;UK;No;36,883.0;1,183.8
No;Male;40;DE;No;55,003.0;669.1
No;Male;39;FR;No;31,338.9;777.0
No;Female;39;GE;Yes;16,921.4;1,181.3
No;Male;37;FR;Yes;20,390.3;1,850.4
No;Male;36;FR;Yes;21,504.0;1,595.3
No;Male;36;UK;No;45,722.3;1,046.4
No;Female;42;GE;No;45,597.2;1,217.4
No;Male;37;SP;Yes;20,405.7;243.1
No;Female;48;SP;No;40,763.7;758.6
No;Male;34;SP;No;50,236.3;590.4
No;Male;39;FR;Yes;19,238.6;321.1
No;Male;39;GE;No;45,447.6;948.6
No;Male;36;GR;No;27,887.5;1,603.8
No;Male;35;GR;No;19,476.6;1,337.3
No;Male;45;GE;No;37,319.4;411.0
No;Male;43;IT;Yes;19,903.1;436.3
No;Male;35;SP;No;41,241.4;5.0
No;Male;55;SP;No;26,899.0;687.8
No;Male;42;GR;Yes;21,073.1;1,211.5
No;Male;48;FR;No;34,473.9;855.1
No;Male;41;UK;No;39,127.3;1,027.3
No;Male;36;GE;No;50,225.4;602.2
No;Female;41;GR;Yes;20,570.8;969.5
No;Male;43;IT;Yes;13,344.2;1,230.5
No;Female;41;FR;No;44,101.0;24.2
No;Male;36;GE;Yes;18,237.3;884.1
No;Female;37;GE;No;51,310.2;471.8
No;Male;36;GE;No;47,816.0;898.2
No;Male;36;UK;Yes;24,521.7;210.9
Yes;Male;34;UK;Yes;28,281.9;2,386.8
Yes;Male;41;GE;No;50,035.9;2,007.2
Yes;Male;35;SP;Yes;19,363.6;2,110.0
No;Female;40;GR;Yes;20,886.0;1,111.7
No;Male;42;SP;No;27,630.6;5.0
Yes;Male;32;GE;No;21,537.9;1,349.7
No;Male;44;FR;No;44,687.0;387.3
No;Male;42;GR;No;45,492.3;182.7
No;Male;49;UK;No;43,941.7;5.6
No;Male;42;SP;Yes;23,360.5;651.6
No;Female;40;UK;Yes;13,900.6;705.9
No;Male;34;HO;Yes;15,809.5;1,033.0
Yes;Female;33;FR;No;51,995.3;1,758.9
No;Male;45;UK;No;49,632.6;1,015.1
Yes;Male;27;GE;No;32,132.3;1,838.0
No;Male;41;FR;No;31,155.1;563.4
Yes;Male;33;FR;No;48,930.4;1,585.7
No;Male;43;UK;No;40,181.2;1,352.8
Yes;Male;36;GR;Yes;23,886.3;1,507.3
No;Female;39;GE;No;32,158.1;622.1
No;Female;36;DE;No;47,423.2;1,312.2
No;Male;49;GE;No;33,483.4;618.2
No;Female;41;FR;Yes;15,338.9;402.5
No;Male;39;GR;No;59,752.1;532.0
No;Male;43;FR;No;21,037.4;26.9
Yes;Male;29;GE;No;49,819.1;1,487.7
No;Male;33;GE;Yes;18,027.0;5.3
No;Male;46;GE;Yes;10,361.3;1,164.6
No;Female;35;FR;Yes;20,109.4;975.6
No;Male;36;SP;No;38,146.5;5.0
No;Male;38;UK;No;60,414.8;508.8
No;Female;45;UK;No;23,285.8;540.5
No;Male;37;GE;No;27,480.7;1,112.4
No;Male;51;GR;No;19,041.7;296.2
No;Female;35;FR;No;24,462.9;5.2
No;Female;37;GE;No;20,172.4;1,439.1
No;Male;48;UK;Yes;23,359.1;1,236.5
No;Female;45;GE;No;33,988.5;627.1
No;Male;36;GE;Yes;14,221.5;937.2
No;Female;43;UK;No;37,216.5;1,559.4
No;Female;35;PO;No;31,513.1;544.4
Yes;Female;31;UK;No;48,011.7;1,407.8
No;Male;38;IT;No;40,135.2;258.6
No;Male;40;GE;No;28,740.7;71.1
No;Male;36;GE;No;45,942.3;1,576.7
No;Female;47;FR;No;44,025.8;750.6
No;Male;44;FR;Yes;17,020.3;1,763.4
No;Female;37;FR;No;33,777.6;534.4
No;Female;49;GE;Yes;24,594.4;794.3
No;Male;47;DE;No;36,720.4;835.4
No;Female;33;GE;Yes;23,081.2;501.3
No;Male;48;UK;No;37,893.2;469.9
No;Male;44;DE;No;68,730.3;822.1
No;Male;38;UK;Yes;18,055.4;869.2
No;Male;35;GE;No;46,337.3;210.0
No;Male;33;GE;No;43,884.0;485.6
No;Female;43;SP;No;38,431.7;1,020.6
Yes;Male;34;FR;No;30,071.0;1,665.9
No;Female;41;UK;No;43,516.9;691.2
No;Male;38;IT;No;25,570.4;1,278.1
No;Male;35;UK;Yes;12,119.2;1,229.3
No;Male;37;GE;No;26,293.8;1,069.3
No;Male;45;SP;Yes;18,700.0;693.0
No;Female;44;FR;Yes;24,508.6;157.5
No;Female;38;GE;No;49,764.4;331.5
No;Male;38;FR;Yes;16,958.7;606.9
No;Male;43;FR;No;52,214.8;954.0
No;Female;35;SP;No;54,089.0;784.3
No;Male;40;GE;Yes;19,814.0;1,177.2
No;Female;42;UK;No;36,880.1;5.9
No;Male;42;SP;Yes;18,013.6;1,592.6
No;Male;43;FR;Yes;24,578.2;720.8
No;Male;42;SP;Yes;18,945.1;1,230.5
Yes;Male;33;SP;No;38,236.3;1,975.5
No;Male;36;SP;No;56,606.1;1,058.1
No;Male;40;SP;No;38,462.5;1,036.8
No;Male;40;GR;No;64,617.5;1,127.9
No;Female;46;GR;No;36,640.4;1,256.4
No;Male;37;GE;No;50,085.2;1,152.7
No;Male;35;GE;No;41,919.7;1,246.3
No;Male;40;GE;No;24,425.4;1,510.5
No;Male;35;GE;No;30,566.3;1,119.2
No;Male;37;GR;Yes;15,959.5;727.9
Yes;Male;34;UK;No;52,268.6;1,586.4
No;Male;34;FR;Yes;16,811.9;1,006.8
No;Male;41;GE;No;40,813.0;965.3
No;Male;44;GE;No;46,937.1;536.8
No;Male;36;SP;No;35,039.7;559.2
No;Male;41;FR;Yes;19,684.0;958.7
No;Male;40;UK;No;38,703.6;775.9
No;Male;43;GE;Yes;781.6;1,271.7
No;Male;37;DE;No;50,815.8;5.6
No;Male;39;FR;No;48,772.8;885.2
No;Female;33;GE;Yes;19,787.9;837.8
No;Male;44;GE;Yes;18,067.3;707.3
Yes;Male;33;GE;No;35,537.7;1,858.7
No;Male;40;DE;Yes;20,543.0;993.7
No;Male;45;GE;No;36,306.3;93.8
No;Male;34;DE;No;34,456.0;594.6
No;Female;39;DE;No;33,675.0;339.2
No;Male;38;UK;No;34,747.1;1,538.0
No;Male;33;UK;No;45,915.5;595.7
No;Male;43;FR;No;49,815.4;906.8
No;Female;36;UK;Yes;30,519.9;1,036.3
No;Male;37;FR;No;50,216.0;643.4
No;Male;39;DE;Yes;25,810.2;1,587.2
No;Male;36;FR;No;27,187.0;956.6
No;Male;43;DE;Yes;19,205.4;1,171.2
No;Male;42;FR;No;33,605.9;869.5
Yes;Female;41;GE;No;28,989.6;1,358.4
No;Male;35;FR;No;28,175.1;554.0
No;Male;39;GE;No;34,700.2;1,603.0
No;Female;36;IT;No;19,125.9;160.6
No;Female;38;IT;No;29,270.7;5.0
No;Male;42;GR;Yes;14,666.5;312.1
No;Male;34;IT;No;38,481.4;252.7
No;Female;35;SP;Yes;16,548.1;804.1
No;Male;38;UK;No;57,973.0;997.7
No;Female;40;UK;Yes;13,370.2;501.3
No;Male;45;FR;No;26,981.4;214.8
Yes;Male;34;FR;Yes;13,662.1;2,047.0
No;Male;32;DE;No;26,374.0;810.1
No;Male;36;GE;No;46,371.6;938.1
No;Male;49;UK;Yes;17,141.2;1,558.7
No;Male;40;GE;No;43,197.1;1,112.9
No;Female;38;SP;Yes;17,958.5;1,413.7
No;Male;39;SP;No;35,158.7;49.3
No;Female;43;FR;No;25,962.6;250.5
No;Female;37;FR;No;36,966.2;7.0
No;Male;39;UK;No;40,798.8;779.6
Yes;Male;40;UK;Yes;16,403.0;1,895.2
No;Male;48;DE;No;44,052.7;909.6
No;Male;39;SP;No;44,526.7;843.1
No;Male;37;FR;No;35,409.0;697.6
No;Male;47;FR;No;24,716.8;467.1
No;Female;37;HO;No;29,696.8;878.9
No;Male;45;SP;No;59,649.7;187.6
No;Male;46;SP;No;48,191.4;11.8
Yes;Male;40;GE;Yes;17,543.3;1,628.9
No;Female;44;FR;No;40,899.6;669.7
No;Female;38;GE;No;44,539.4;191.7
